name,latitude,longitude
Stantsiya Arbekovo,53.2159,44.8837
Vasil’yevka,52.7804,44.9127
Mamatovka,54.4167,44.93832
Komarovka,52.7223,44.9613
Zvernikha,57.4443,44.9848
Pionerlager’ Sosenki,51.81522,45.00625
Pavlovskaya,62.2525,45.0261
Novoye Dëmkino,52.6333,45.04616
Anzybey,53.41667,45.06667
Kazakovka,54.9434,45.0864
Ivashëvka,54.49929,45.10312
Zhërnovka,52.14254,45.1205
Rudukha,63.5523,45.1403
Urochishche Tarasovo,58.752,45.1617
Yango-Prya,52.97342,45.18215
Okulovo,62.3993,45.2025
Topkiy Ovrag,51.49403,45.22111
Kemlya,54.6963,45.2424
Chunaki,52.49472,45.26806
Usol’ye,57.7285,45.2888
Ushchazh,62.0311,45.3097
Shamino,56.75777,45.33613
Ostanovochnyy Punkt 63 km,54.4774,45.363
Urochishche Malaya Chernavka,52.49037,45.38516
Rozhnovka,54.5805,45.4081
Urochishche Vardugino,58.5996,45.4275
Vysokinskiy,59.53333,45.45
Afonintsy,58.98205,45.4708
Trezubovskaya,61.61147,45.4872
Makedonovka,51.79071,45.506
Ostanovochnyy Punkt 79 km,51.02712,45.53043
Borovskoy,58.83352,45.55105
Rozhdestvenskoye,58.14876,45.5745
Piksaur,54.1238,45.5957
Yegorovo,56.5903,45.62131
Ushchel’ye,64.9255,45.6474
Lyamikha,57.9133,45.6742
Spasskoye,55.85811,45.69608
Izba Voronova,63.2614,45.7157
Staryy Machim,52.95591,45.73562
Talets,62.1476,45.7567
Tulazhka,57.6469,45.7827
Ozero Pakhta,63.5546,45.8037
Chupikha,57.8871,45.8252
Koptelka,60.88424,45.84443
Kholosskiy,63.5311,45.8656
Yagodnoye,55.71229,45.88761
Kozlovka,55.69369,45.90663
Izba Kanava,63.2547,45.9239
Uspekh,58.65,45.95
Ostanovochnyy Punkt Uvek,51.43361,45.97028
Bogodushin,50.26667,46.0
Kachatokomyak,52.58869,46.01873
Marden’ga,60.7132,46.0376
Yekaterinovka,55.08384,46.05729
Konechnaya,60.81213,46.07303
Verkhniy Myval,53.443,46.0904
Zarechnyy,55.12139,46.10639
Malyye Zelënyye Luga,57.342,46.1262
Verkhnyaya Mykova,62.4997,46.1389
Urochishche Polyashovo,57.7607,46.1569
Lipovka Vtoraya,55.639,46.1773
Sredniy Okolodok,56.1455,46.1962
Krasnaya,58.0182,46.2112
Shekmino Tret’ye,56.1834,46.2275
Urochishche Khomyakov Pochinok,59.7865,46.2435
Malaya Ivanovka,51.85302,46.25885
Pishtan’,56.9486,46.2759
Krutaya Gora,58.8658,46.2935
Urochishche Letkovo,58.401,46.3096
Izba Uyeley,63.5946,46.3278
Syava,58.0098,46.3425
Novyy Kunash,57.2351,46.3597
Triyer,55.66921,46.3779
Chindyanovo,54.46463,46.39382
Syresi,55.07151,46.41072
Zaychata,58.9425,46.427
Burlëvo,60.5401,46.4421
Nuzhenaly,56.1948,46.4599
Ostanovochnyy Punkt Poselki,53.1105,46.474
Berëzovaya Polyana,55.0688,46.48852
Izba Tavnichikha,63.5911,46.5022
Koptyakovo,56.2668,46.5148
Knyazevo,60.1145,46.5282
Bol’shiye Ozerki,52.60951,46.54089
Urochishche Obukhovskiy Pochinok,59.1802,46.5544
Usovo,61.2,46.56667
Tarasovskoye,60.4763,46.5848
Studënka,56.7261,46.5976
Arapovka,54.58032,46.61151
Utmanovo,60.1524,46.6243
Topsa,61.63346,46.63739
Vladimirovka,52.6,46.65
Eskeden’,55.57786,46.66331
Rudomuchazh,57.1215,46.6785
Shubot,59.25841,46.68947
Anyutino,54.82943,46.70409
Nizhneye Lyadovo,59.30739,46.71922
Zavidovo,60.91667,46.73333
Bagai,58.5053,46.7477
Izba Vymanets,63.0739,46.7589
Darnysh,63.9528,46.7733
Filippovka,51.66087,46.78795
Orlik,54.9642,46.80271
Urakovo,57.13533,46.81979
Stantsiya Kurilovka,52.17098,46.83664
Nizhniye Yelyshi,55.78678,46.85031
Barsukovka,52.56667,46.86667
Timoshino,58.92328,46.88537
Ostanovochnyy Punkt Madary,56.5316,46.9057
Yermoshkino,55.66656,46.92283
Terebino,60.4878,46.9418
Staryye Yakhakasy,55.5224,46.96092
Bortino,60.4481,46.9777
Kyl’mova,62.6568,46.998
Nikolayevka,52.33688,47.01342
Vyrypayevka,54.1062,47.0337
Nikulino,53.16547,47.05677
Ovrag Strannyy,52.08166,47.07663
Kalininskoye,51.51442,47.09227
Mus’,56.89345,47.10889
Ozero Shirokoye,51.896,47.12663
Cheznok,63.9503,47.1459
Lebedevskoye Vodokhranilishche,51.0829,47.1643
Yanishëvo,55.63325,47.18207
Kumysolechebnitsa,50.1847,47.20018
Nizhnyaya Pitsa,61.3954,47.21968
Khornvary,55.9083,47.23864
Ozero Palënoye,56.54552,47.25888
Yambarusovo,55.95604,47.27994
Bol’shoy Odoshnur,57.95469,47.29932
Zhirnoye,50.85,47.31667
Shilovka,54.2885,47.3346
Il’beshi,56.05946,47.35249
Kuimovtsy,59.0067,47.3729
Bol’shaya Ramen’,56.57406,47.38893
Bol’shoy Ubren’,56.85854,47.4049
Lekvozh,63.9252,47.4264
Atnashevo,55.58158,47.44517
Yershovskaya Zapan’,60.6463,47.4656
Novostroyka,60.98333,47.48333
Chapayev,51.7982,47.50134
Ivanbelyak,56.22857,47.52027
Pozhemayël’,62.6776,47.5414
Ivashkino,55.1681,47.56349
Zubovo,60.8264,47.5884
Ol’khovskaya,59.16368,47.61026
Izhevskaya,57.5278,47.6293
Novoye Bazhenovo,57.13333,47.65
Smol’kovo,53.72021,47.66863
Bulakovo,55.07553,47.69226
Ichesner-Atayevo,55.67784,47.71681
Staryye Algashi,54.6577,47.7367
Ruem,56.63066,47.75634
Sredniye Algashi,54.69616,47.7778
Yelkhovka,52.52637,47.79848
Novoye Ishcheryakovo,55.15587,47.81629
Urochishche Yaladzib,63.5826,47.8327
Staroye Arlanovo,55.03686,47.84747
Boloto Nadeyevskoye,60.505,47.8643
Yerykla,55.16205,47.87968
Kuzhmary,55.89354,47.89518
Laptenki,57.894,47.9137
Stantsiya Bezvodovka,53.49638,47.92813
Aksënovskaya,60.70856,47.94633
Ostanovochnyy Punkt 219 km,60.0921,47.9654
Gorokhovy,59.108,47.9817
Mokraya Savaleyevka,54.93849,48.00211
Yametkino,56.62194,48.01778
Danilovo,56.65973,48.03248
Cherkaner,57.1234,48.0491
Tolbayevo,55.8396,48.064
Yaran’,59.5,48.08333
Kashnur,56.8729,48.0994
Malyy Puyal,56.85389,48.11444
Remeshintsy,57.82742,48.13011
Ovrag Ilovatyy,52.99383,48.14796
Timeyeva,56.73333,48.16667
Kharitonovo,60.47017,48.18009
Zales’ye,61.0597,48.1988
Annenkovo,54.23409,48.20963
Magazeyki,57.35717,48.22422
Nurma,56.9878,48.2408
Shelyug,60.44152,48.25459
Kukushka,54.10516,48.26788
Sukhorech’ye,57.31667,48.28333
Kovrizhata,58.45716,48.29843
Kirpikovy,58.34218,48.31016
Svetloye Ozero,51.5091,48.3218
Prud Igonin,50.8315,48.3363
Tumashi,57.88333,48.35
Khlebnovka,52.1379,48.3614
Bulatovskaya,61.84552,48.37465
Novoulyano Urban District,54.1473,48.38735
Miroshonki,57.1827,48.4006
Sul’skiy,64.8,48.41667
Liman Guzev,51.0517,48.4309
Pristan’ Okat’yevo,58.78028,48.44306
Yarushonki,58.61562,48.45789
Karleyevshchina,58.8225,48.47194
Panskaya Sloboda,54.11521,48.49008
Kocheshnoy,59.96015,48.50842
Pekshikovo,57.3053,48.5216
Ostanovochnyy Punkt 966 km,53.1741,48.5374
Altata,51.1042,48.5548
Dubovoye,57.79122,48.58024
Prud Kazënnyy,51.7115,48.5985
Orlovka,51.4038,48.6168
Pomashsola-Vonzhepol’,56.35472,48.63472
Ipatenki,59.23333,48.65
Lenskiy Rayon,62.0,48.66667
Nylkudo,56.33056,48.6875
Medvedkovo,55.7446,48.7065
Prud Novyy,50.7424,48.7215
Pan’shiny,58.22493,48.73916
Paygashi,57.25,48.7551
Lesnikovo,57.56427,48.774
Lundyshi,58.22172,48.79001
Urochishche Yermakovskoye,52.1628,48.8056
Tolman’,57.09,48.823
Ostanovochnyy Punkt 990 km,53.1377,48.8391
Privlyata,57.3174,48.8558
Ruzhbelyak,56.90167,48.87222
Mirnyy,52.2145,48.8907
Novodevich’i Gory,53.531,48.9056
Toraybelyak,56.90583,48.92139
Norepsola,56.465,48.93889
Butyrskaya,55.53471,48.9565
Boloto Vocheskoye,61.4271,48.9718
Porub,60.72422,48.99024
Shiganichi,59.3563,49.0114
Urochishche Anisimenki,57.8254,49.0279
Skozyryata,58.65444,49.04528
Kuznetsy,58.81689,49.06018
Krasnovidovo,55.36083,49.07806
Urochishche Komarovo Boloto,55.62964,49.09494
Chistoye Ozero,55.59522,49.10789
Kazan Federal University,55.79,49.12177
Krasnyy Yar,57.23333,49.13333
Ivansola,56.85139,49.14833
Onodur,57.058,49.1647
Yelkhovka,53.0743,49.182
Sovkhoz Volzhskiy,55.53333,49.2
Tsaritsynskoye Kladbishche,55.80859,49.21626
Bol’shiye Skopiny,58.98333,49.23333
Zaovrazhnyy Karatay,55.1765,49.2563
Ovrag Kamennyy,55.83818,49.27408
Bobrovka,51.5648,49.2964
Svetloye Ozero,53.71667,49.31667
Sakson,54.96667,49.33333
Bonevo,58.25766,49.35616
Malaya Kandala,54.48333,49.38333
Ozero Lebyazh’ye,51.615,49.4005
Filatovo,57.4419,49.4225
Glushonki,58.43048,49.44264
Kopotyagi,58.12452,49.45886
Otvaga,53.3552,49.4823
Novaya Gartsa,58.7711,49.4999
Vasil’yevka,54.06667,49.51667
Shurga,56.44312,49.53536
Krasnaya Polyana,52.5435,49.5619
Bolkhovka,54.95,49.58333
Kurkachi,56.0019,49.60328
Smirnovka,56.60836,49.62309
Ozero Lebyazh’ye,51.7988,49.6429
Rubli,57.7282,49.6608
Zverevo,56.71583,49.67722
Shukhardy,57.8657,49.6984
Sosniny,58.4079,49.717
Kzyl-Yash’lyar,55.73356,49.73776
Ivanovka,53.8122,49.7618
Lyubimovskiy,52.45,49.78333
Ovrag Chagorskiy,52.5656,49.8033
Sludnoye,58.26524,49.82184
Nadezhdino,56.43854,49.83623
Krutikhiny,58.3634,49.86
Chesnoki,57.5054,49.883
Russkiy Sabuyal,56.96667,49.9
Otdeleniye Sovkhoza Imeni Krupskoy Nomer Pyat’,53.8637,49.9187
Khlebnikovo,56.64664,49.94129
Klyuchi,58.0173,49.9594
Shibani,58.38674,49.97967
Ozinsky District,51.41667,50.0
Sukhaya Samarka,53.14197,50.02225
Arkul’,57.28085,50.044
Urochishche Malinovka,59.1537,50.0661
Gorskaya Rechka,58.67,50.09111
Hostel Rusland,53.1921,50.11065
Kopysy,58.934,50.1335
Prokop’yevka,61.8948,50.15452
Sorduk,59.49654,50.17692
Soldatka,51.66667,50.2
Gortvyl,60.94946,50.22414
Ilet’,58.13033,50.25
Ostanovochnyy Punkt Rychazhnoye,59.0243,50.2712
Malyye Meretyaki,55.7398,50.2899
Bol’shiye Nyrsy,55.73794,50.31428
Raz”yezd 45 km,58.8006,50.3342
Belozërka,53.441,50.36305
Pleshki,58.1208,50.39279
Nizhneye Mochagino,58.69083,50.41722
Nezamai,57.4919,50.4428
Urochishche Sosnovo,57.7518,50.4704
Zelënaya,59.74365,50.49444
Zavalintsy,58.16001,50.51771
Dobuldyata,59.2762,50.5464
Anisimovo,56.45,50.56667
Urochishche Ushata,57.6951,50.5868
Lyzhana,59.33306,50.61056
Novoye Teneyevo,54.2989,50.6362
Verkhnyaya Domashka,52.89568,50.66127
Malaya Sul’cha,54.72774,50.6839
Rodygi,58.10217,50.70836
Zabolotnoye,57.81667,50.73333
Bogorodskoye,57.82922,50.75157
Sovkhoz Oktyabr’skiy,54.41667,50.78333
Kyltovka,62.48262,50.80897
Borisovka,52.28333,50.83333
Vladimirovo,55.73415,50.85668
Bol’shaya Kamenka,54.2622,50.8835
Meshchura,63.33748,50.91456
Berëzovyy,52.66352,50.94203
Vysokovo,58.21964,50.96914
Kil’mezskiy Rayon,57.0,51.0
Rybopitomnik,53.9094,51.0357
Vyatskiye Polyany,56.22232,51.06853
Svetloye Ozero,52.11667,51.1
Urazbakhtino,55.58984,51.13552
Vetlyanka,52.976,51.173
Novaya Yelshanka,53.3578,51.2079
Grekovka,52.6477,51.2477
Ostanovochnyy Punkt 72 km,53.8216,51.2802
Yukachi,55.925,51.313
Malinovka,56.87438,51.34394
Naymushinka,57.5318,51.3773
Malaya Dubrova,57.7022,51.414
Sovkhoz Pervomayskiy,55.01667,51.45
Fadeyevka,54.3113,51.4885
Kinel’-Cherkasy,53.46667,51.51667
Urochishche Zernovoy,52.4943,51.5528
Bol’shoy Pevk,61.4849,51.5869
Krasnodol’skiy,52.53333,51.61667
Kolkhoz Novaya Zhizn’,57.41667,51.65
Ovrag Yelkhovka,53.173,51.6834
Probuzhdeniye,55.1111,51.7169
Sosnovyy Yurash,55.9316,51.7524
Tyugeyevka,55.13302,51.78795
Bemyzh,56.10427,51.82588
Shlyakhovo,52.91667,51.86667
Ovdym,60.11052,51.90109
Staromansurkino,53.81607,51.94358
Novaya Pokrovka,53.2458,51.97462
Stantsiya Belki,62.91022,52.00883
Yakimovtsy,57.2393,52.03508
Sardan,56.41293,52.06749
Stantsiya Syugail,56.42456,52.09633
Krotkovo,53.8586,52.1278
Tupichëva,60.06667,52.15
Doma 1132 km,58.2082,52.1811
Teregel’,53.7901,52.2122
Il’net’,56.01486,52.23894
Kolkhoz Znamya,56.25,52.26667
Vasil’yevskoye,57.7212,52.2993
Alna,53.9081,52.3285
Kurakovo,55.98378,52.3583
Lesnichestvo Verkhnesokskoye,54.1911,52.3892
Buguruslan,53.625,52.41646
Buguruslan Glavny Airfield,53.618,52.444
Khlebnaya,53.4057,52.4679
Krasnogorskoye,57.7047,52.4999
Voskhod,54.5696,52.5245
Morozovskaya,58.55,52.55
Malinovka,54.0266,52.5784
Malakhovka,54.4976,52.6047
Sarayly,55.1471,52.6403
Berëzovyy,58.1057,52.6698
Urochishche Gulyayevka,54.3618,52.704
Yaroshur,58.3054,52.7346
Sozontovo,57.68333,52.76667
Novyy Totsk,52.93333,52.8
Azmi,54.9274,52.8258
Ostanovochnyy Punkt Bezum,58.0982,52.8633
Timashëvo,54.83237,52.89405
Urochishche Urozhaynyy,52.2532,52.9202
Zay,54.5621,52.9491
Nizhniye Yushady,55.5397,52.9814
Mikhaylovka Pervaya,52.2294,53.0149
Ul’kin,53.827,53.0467
Gorod Aznakayevo,54.86183,53.07183
Dobrovo-Yagodnoye,54.02414,53.10222
Russkiy Karan,55.5301,53.1292
Chuyalud,58.014,53.1586
Alekseyevka,53.56667,53.18333
Urochishche Vas’ka-Yël’,63.18193,53.21265
Moseny,58.2573,53.2372
Stantsiya Krasnaya Niva,52.37094,53.26667
Staryye Keny,56.70998,53.29099
Novosamarka,52.3812,53.3175
Pezhvay,57.5357,53.3499
Adamka,52.3187,53.3799
Kuralshat,55.4585,53.4044
Kunna,54.0787,53.4301
Turel,57.56,53.4498
Vasilyata,58.419,53.4728
Sovetskiy,51.66667,53.5
Kagushenki,58.2612,53.5233
Staraya Gyya,58.1283,53.5517
Doma 62 km,56.8937,53.57877
Domannik,63.51972,53.60721
Novoyulaska,53.0,53.63333
Maragino,56.03245,53.65792
Kugarchi-Bulyak,54.88333,53.68333
Podmovail,57.7523,53.706
Pal’nik,60.19314,53.73243
Butorikha,56.07883,53.75306
Duslyk,54.5502,53.7772
Kul’chum,53.28333,53.8
Simonikha,56.50331,53.82235
Grishanki,56.98959,53.84958
Durasovo,54.07229,53.86986
Chishmabash,55.4708,53.8996
Nilinskiy Yancher,59.66322,53.92204
Gorbuny,58.3061,53.9456
Urochishche Alekseyevka,53.2038,53.969
Lyayël’,63.38323,53.99855
Pal’niki,57.42802,54.02267
Karazy-Bash,54.85,54.05
Pleshanovo,52.61667,54.08333
Vylom,59.2263,54.1059
Ozërka,52.55,54.13333
Gryaznukha,57.75815,54.16343
Bol’shaya Kivara,57.185,54.1891
Urmekeyevo,54.55,54.21667
Durovino,57.29197,54.24475
Kunakbay,52.33333,54.26667
Ferma Nomer Pyat’ Sovkhoza Dëmskiy,53.4081,54.2921
Grebeni,51.92878,54.31675
Novopetrovka,54.9656,54.3495
Lyublin,61.07558,54.37555
Zhernakovo,56.5,54.4
Novyy Chuganak,55.96,54.42083
Kanly-Turkeyevo,54.38333,54.45
Urochishche Dal’nyaya Krysha,56.4506,54.4726
Bol’shaya Aleksandrovka,54.03333,54.5
Stantsiya Buzdyak,54.5681,54.5243
Yekaterinovka,53.03333,54.55
Urochishche Kosinskoye Boloto,59.4848,54.5688
Rabochiy Posëlok,58.01667,54.6
Ivanovka,53.8821,54.6291
Ostanovochnyy Punkt Gafuri,54.5547,54.651
Kyzyl-Yulduz,54.9896,54.683
Stantsiya Vetlyanka,51.12922,54.70948
Baranova,59.2538,54.7327
Tuyash,53.7138,54.7575
Kaltasa,55.78928,54.78894
Systerova,59.0877,54.8155
Syskino,58.9193,54.8397
Novoaleksandrovka,54.65,54.86667
Zuyevo,58.9701,54.8933
Stepnoy Klyuch,51.9,54.91667
Ostanovochnyy Punkt 1499 km,54.0014,54.9387
Primor’ye,57.26821,54.96406
Chapayevskiy,52.0605,54.9852
Akberda,54.05164,55.01024
Kolkhoz Vernyy Put’,56.6,55.03333
Podvoloshno,58.5083,55.0543
Yarino,58.3312,55.0741
Ozero Tundra,60.26857,55.09329
Farino,58.6463,55.1125
Sitkovo,58.9363,55.1325
Malo-Baydino,57.3918,55.1541
Yamanudryak,54.4955,55.1735
Sukhorechka,51.1029,55.1969
Stepino,58.2539,55.2185
Andreyevskiy,50.80813,55.24395
Vishnëvka,54.2155,55.2662
Sovkhoz Postanogovskiy,58.3,55.28333
Gondyrka,56.4019,55.3075
Senyata,58.6402,55.3317
Chernigovka,53.86667,55.35
Tashlytamak,54.2227,55.3705
Svetlyy,57.2508,55.3988
Krokhalevo,58.9512,55.42
Gora Sharaltau,56.8862,55.4432
Kuraliskiy,51.17528,55.46109
Lebedyaga,59.2443,55.4833
Kustarëvka,56.2033,55.5071
Stantsiya Chaykovskaya,58.1317,55.5279
Buguruslanovka,53.65829,55.54808
Prokhory,58.1995,55.5648
Stantsiya Volegi,58.1049,55.5846
Staroakbulatovo,56.12364,55.60082
Iskal’dinka,56.521,55.6231
Belenovka,51.7426,55.64822
Ivanovka,57.3194,55.6674
Kyzyl-Yul,55.69546,55.69269
Van’kino,59.025,55.7139
Yakty-Yalan,54.29093,55.734
Urochishche Churka,59.4238,55.7528
Burikazganovo,53.71665,55.77853
Ostanovochnyy Punkt 264 km,52.7234,55.7989
Nikol’sk,56.2736,55.8166
Milovka,54.78042,55.83396
Lezhebokovo,55.36033,55.85673
Tibeleyevo,56.0799,55.8816
Yegor’yevka,52.23333,55.9
Stantsiya Pravaya Belaya,54.72998,55.91547
Lomovatka,59.1181,55.9318
Saygatka,56.8034,55.9473
Urta-Yelga,56.1257,55.963
Babka,57.2904,55.9767
Novotimoshkino,54.2038,55.9962
Sludka,58.6327,56.013
Il’inka,51.94034,56.03333
Kolkhoz Strana Sovetov,59.43333,56.05
Urochishche Kurkovskoye Pole,54.69884,56.07016
Sal’zigutovo,54.5507,56.09047
Varshavka,54.37945,56.11066
Verkhniy Etysh,56.39334,56.13207
Nikitino,51.86225,56.15167
Atnyashka,56.45293,56.17267
Turskoye Lesnichestvo,57.20034,56.19042
Severnaya Mylva,62.70497,56.20653
Shaksha,54.78251,56.22468
Korolevo,58.5428,56.2413
Tyulyubayevo,52.76165,56.2546
Karmalka,53.9559,56.278
Kommuna,53.28333,56.3
Spasskoye,55.11667,56.31667
Staryy Trun,56.43333,56.33333
Klyuchi,56.64307,56.35161
Veresovaya,59.4853,56.3685
Klyashevo,54.91331,56.39217
Vasil’yevka,51.85869,56.41667
Achas Vtoroy,59.8269,56.4393
Kamatayevskiy,52.90419,56.45889
Shumilovka,57.5064,56.4812
Bol’shaya Anikovskaya,60.23417,56.50137
Urochishche Sakhalin,53.8387,56.5285
Polom,59.5245,56.5559
Lesouchastok,57.9398,56.5825
Kurashimovka,57.6262,56.6024
Lys’va,59.605,56.6246
Shustovo,57.3469,56.6478
Ostanovochnyy Punkt Visherka,61.12647,56.66844
Novoshareyevo,54.5294,56.687
Yamash,53.4454,56.71124
Samarova,56.67558,56.73474
Kulevskiye Pechi,54.9927,56.7563
Sovkhoz Gagarinskiy,57.86667,56.78333
Ishimovo,56.66211,56.80421
Denisovo,58.0248,56.8315
Khrebet Kashelya,53.203,56.8542
Oralovo,60.49215,56.87898
Shishma,56.15,56.9
Nikolayevka,55.5159,56.93048
Pes’yanka,59.2189,56.9573
Kulikovo,58.1585,56.9801
Ust’-Namenka,56.57825,57.00309
Barkmos,58.4793,57.0339
Solodovo,57.6124,57.0632
Morchany,60.42734,57.08667
Verkhniy Tyush,56.6766,57.115
Poboishche,52.7169,57.1369
Yaru,53.3253,57.1632
Akbulatovo,51.4991,57.1945
Kulikovo,57.2049,57.2239
Kolkhoz Trud,58.16667,57.25
Paleva,60.13841,57.28085
Urochishche Kyzyl”yer’,53.2743,57.3083
Pikino,57.4057,57.3336
Zapadnaya Maygashlya,53.7606,57.3645
Priozërnyy,51.21667,57.4
Razvaliny Klimovka,58.0997,57.4269
Kopyl,61.70477,57.45029
Timyata,57.5766,57.4824
Solomatovskaya Paseka,58.5137,57.5134
Nabiyevo,53.2632,57.5397
Blyavtamak,51.4917,57.5643
Gora Ashkarka-Rudnaya,53.5522,57.5896
Kirovskiy,58.8599,57.6181
Ugor,57.5716,57.6433
Tanavla,52.4367,57.67
Kormovaya,52.8,57.7
Dem’yanovskiy,51.55,57.73333
Yumaguzhino,52.2128,57.7646
Urochishche Sarbiya,52.8573,57.7986
Krasnaya Polyana,51.51667,57.83333
Khmelëvka,51.241,57.8653
Maydan,58.26667,57.9
Urochishche Nizhnyaya Mel’nitsa,56.7626,57.9382
Ul’kundy,55.661,57.9769
Gora Molchanskiy Kamen’,59.5474,58.0151
Fayzulla,52.78333,58.05
Il’yasovo-Musino,51.55,58.08333
Kosaya Rechka,58.4322,58.1247
Talovo,61.34265,58.15903
Narbulatovo,51.38889,58.19417
Yelanysh,55.3934,58.2298
Shugur,52.7475,58.25972
Gora Karatashbao,52.90083,58.29389
Gora Daryvdytau,53.05,58.3291
Gora Kuzguntash,53.1098,58.3657
Lazareva Gora,56.98772,58.40863
Yarlykapovo,53.2624,58.4439
Mezhëvka,56.55087,58.4843
Urochishche Akkino,55.7582,58.5272
Kuara,57.0882,58.5667
Gora Dikiy Kamen’,58.8074,58.6116
Ural’sk,51.5893,58.6476
Yangi-Aul,53.3199,58.6844
Ostanovochnyy Punkt 93 km,52.85417,58.72306
Kokoy,56.41134,58.76091
Energetik,51.7445,58.7934
Pol’kas,59.3466,58.8286
Maygaza,55.60611,58.87472
Kamen’ Golubyata,57.63333,58.91667
Ryastok,54.0847,58.9651
Sredniy Ural,58.0,59.0
Kulbayevo,55.28333,59.03333
Khutor Pyatyy,52.96917,59.06778
Berdyaush,55.1674,59.103
Yershovskiy,52.48694,59.13944
Urochishche Severnoye,59.5249,59.1725
Berëzovka,59.485,59.2052
Dal’niy,55.1674,59.2438
Pokap,58.8299,59.2668
Gora Tretiy Bugor,59.4537,59.3046
Safronovskiy,53.89,59.3367
Ostanovochnyy Punkt Mezhozërnyy,54.1386,59.3696
Labazka,58.8536,59.4057
Stantsiya Atig,56.67778,59.44278
Kamen’ Reven’,57.13333,59.48333
Sisimka,57.6245,59.5163
Voym,59.7878,59.5442
Stantsiya Subutak,53.23667,59.57111
Ostanovochnyy Punkt Il’movka,56.7738,59.60282
Misayelga,55.5378,59.638
Lesnaya Polyana,52.17528,59.67806
Vozrozhdeniye,54.8,59.71667
Gora Protopop,55.3279,59.7457
Gora Malyy Taganay,55.2708,59.7749
Nizhnyaya Tura,58.6293,59.8118
Otdeleniye Sovkhoza Zarya Kommunizma Nomer Tri,51.6174,59.8497
Solonchanka,52.19722,59.88111
Zhivotovka,56.76222,59.91056
Balka Yegvindsay,50.7105,59.9472
Nalim,58.7479,59.9806
Shaytanka,59.4483,60.01586
Sukholozhskiy,57.9051,60.0505
Gora Listvennaya,54.8481,60.0822
Prud Rudyanskiy,57.32,60.10722
Brusnichnyy,59.8404,60.1373
Gorod Verkhniy Ufaley,56.0,60.16667
Kordon Nomer Dvadtsat’ Odin,53.0427,60.1996
Nizhniy Tagil Northeast,57.98826,60.23451
Kholmistyy,57.45722,60.26611
Rybnaya,59.34473,60.29757
Verkhnyaya Bessonova,59.01667,60.33333
Slyudorudnik,55.6714,60.3698
Chunrey-Paul’,62.21667,60.4
Sovkhoz Borovoy,52.66667,60.43333
Burmantovo,61.28972,60.46944
Chelyabinsk Oblast,54.0,60.5
Lager’ Neyva,57.70504,60.53177
Travniki,54.90778,60.55889
Shilovka,56.73906,60.59035
Botanicheskiy,56.81279,60.61624
Iva,57.924,60.64813
Urochishche Karamola,50.8909,60.6733
Gora Chelpan,54.09194,60.70944
Bas’yanovskiy,58.30889,60.73911
Pervomayskiy,56.9081,60.7705
Izby Khol-Paul’,62.37389,60.80556
Taktybay,54.9877,60.8422
Ozero Shalkar-Yega-Kara,50.75306,60.88639
Vstrecha,58.01117,60.9245
Tselinnyy,54.16667,60.96667
Medvezhka,57.41667,61.01667
Malaya Yevva,60.34194,61.06222
Ozero Altyr’,53.3755,61.10827
Varnenskiy Sovkhoz,53.3,61.15
Kvarshino,58.30639,61.19028
Piya,58.55868,61.23412
Sovkhoz Karsinskiy,54.23333,61.26667
Urochishche Uchastok Nomer Shestnadtsat’,59.2052,61.3014
Novoye Pole,55.31101,61.33989
Yel’nichnaya,57.03333,61.36667
Administratsiya Kalininskogo Rayona,55.18051,61.39718
Gusevka,59.49003,61.42044
Alekseyevka,53.55208,61.46123
Bagaryak,56.2071,61.5027
Bersteneva,58.42214,61.54189
Starokamyshinsk,55.03912,61.58778
Urochishche Koshkul’,54.2375,61.62361
Deyevo,57.56894,61.66361
Urochishche Feksino,58.25178,61.6989
Mugayskoye,58.24486,61.73094
Molva,59.08162,61.76476
Ostanovochnyy Punkt 97 km,59.1009,61.8029
Novyy Zavod,56.4565,61.8597
Byzanovskiy,58.88333,61.9
Ostanovochnyy Punkt 2137 km,55.2175,61.93639
Boloto Bol’shoye,59.11179,61.98691
Yezhukovka,57.9918,62.0445
Ozero Khonipaltur,61.8898,62.09284
Bichur,57.58637,62.1536
Tondol,60.08266,62.20732
Artyushka,59.3183,62.2721
Ozero Kasargul’,56.1378,62.3205
Poratyng”ya,62.64639,62.36944
Yachmenevka,57.6975,62.4267
Raz”yezd 46 km,59.0644,62.4917
Urochishche Sumki,54.31861,62.54583
Nizhneozërnoye,58.73333,62.6
Kotyurova,56.6724,62.6508
Yalanskoye,54.9752,62.702
Ozero Utich’ye,55.8816,62.7543
Shishminka,54.2609,62.8084
Letnik Krestovskiy,56.4233,62.8793
Puksinka,59.71657,62.94657
Takhtarovo,55.51306,63.01444
Irbit,57.67052,63.071
Berëzovaya,58.67267,63.13127
Ozero Mogil’noye,55.70111,63.18528
Krasnyy Kholm,55.43,63.23639
Ozero Chastoye,55.21361,63.29889
Vnov’-Yurmytskoye,57.20702,63.34526
Urochishche Batalovo,58.05829,63.3947
Bol’shaya Serkova,57.38473,63.44048
Pristantsionnyy,55.25222,63.49528
Ozero Muklykol’,55.00528,63.56083
Solodyanka,55.97444,63.615
Gora Bol’shaya,55.47028,63.67389
Nazarova,59.09166,63.73323
Borovskoy,56.81318,63.785
Vyalkova,57.62239,63.83642
Chupina,57.09525,63.88549
